age_at_enrollment,inflation_rate,gdp,marital_status_decoded,application_mode_decoded,course_decoded,daytimeevening_attendance_decoded,previous_qualification_decoded,nationality_decoded,mothers_qualification_decoded,fathers_qualification_decoded,mothers_occupation_decoded,fathers_occupation_decoded,gender_decoded,displaced_decoded,educational_special_needs_decoded,tuition_fees_up_to_date_decoded,debtor_decoded,scholarship_holder_decoded,international_decoded,total_credited,total_enrolled,total_evaluations,total_approved,weighted_avg_grade,y
19,2.6,0.32,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,0,10,12,10,12.9,0
18,2.6,0.32,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,12,15,11,12.515555555555542,0
21,-0.8,-3.12,Single,Change in institution/course,Other,Daytime,Secondary education,Brazilian,Higher education,Basic education or less,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,12,22,6,11.212121212121227,1
19,2.6,0.32,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Other,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,No,No,No,0,12,18,10,11.722222222222221,1
18,0.5,1.79,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,10,10,10,11.2,0
18,3.7,-1.7,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,12,15,12,12.066666666666686,0
20,-0.8,-3.12,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Secondary Education,Unskilled Workers,Armed Forces Professions,Female,Yes,No,Yes,No,No,No,0,12,19,10,11.394736842105248,0
24,0.6,2.02,Single,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Secondary Education,Basic education or less,Other,Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,Yes,No,0,12,20,10,11.719999999999999,0
19,1.4,1.74,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Specialized course,Secondary Education,Administrative staff,Other,Female,No,No,Yes,No,No,No,0,12,15,12,13.06666666666668,1
18,2.8,-4.06,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,15,21,14,12.801587301587315,0
18,2.8,-4.06,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,15,16,15,15.136875,0
21,1.4,1.74,Single,2nd phase,Other,Daytime,Secondary education,Angolan,Some High School,Some High School,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,12,23,7,11.282608695652174,1
19,2.6,0.32,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers",Administrative staff,Female,No,No,Yes,No,No,No,0,10,10,10,14.2,0
19,2.8,-4.06,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,0,12,13,12,12.76923076923077,0
19,-0.3,0.79,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen",Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,No,No,0,12,22,9,11.303030303030319,0
29,3.7,-1.7,Single,Over 23 years old,Nursing,Daytime,Higher education,Santomean,Higher education,Higher education,Other,Other,Female,No,No,Yes,No,No,No,2,16,16,14,14.2571428571429,0
21,0.3,-0.92,Single,Change in institution/course,Social Service,Daytime,Secondary education,Brazilian,Specialized course,Basic education or less,Administrative staff,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,No,No,0,12,25,5,11.679999999999984,1
20,2.8,-4.06,Single,2nd phase,Oral Hygiene,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Armed Forces Professions,Female,No,No,Yes,No,No,No,0,15,16,15,13.009821428571449,0
19,2.6,0.32,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Higher education,Basic education or less,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,14,14,12,11.6833333333333,0
26,-0.8,-3.12,Single,Change in institution/course,Social Service,Evening,Secondary education,Other,Specialized course,Higher education,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,No,No,No,0,12,18,8,11.814814814814833,0
20,0.6,2.02,Single,2nd phase,Tourism,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,Yes,No,No,Yes,No,No,0,12,14,10,12.357142857142872,1
27,2.6,0.32,Single,Over 23 years old,Other,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,0,12,19,10,12.56842105263158,0
20,2.6,0.32,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Some High School,Unknown,Other,Other,Female,Yes,No,Yes,No,No,No,0,14,16,8,11.95,1
18,-0.8,-3.12,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,12,20,10,11.2,1
33,0.3,-0.92,Single,Holders of other higher courses,Nursing,Daytime,Higher education,Italian,Secondary Education,Secondary Education,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,5,15,18,12,14.47962962962961,1
35,0.5,1.79,Single,Change in institution/course,Other,Daytime,Secondary education,Brazilian,Higher education,Secondary Education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,32,40,40,40,12.699999999999978,0
27,0.6,2.02,Single,Over 23 years old,Journalism and Communication,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Administrative staff,Female,No,No,No,Yes,No,No,0,12,12,5,6.0,1
19,2.8,-4.06,Single,3rd phase,Design and Multimedia,Daytime,Secondary education,Cape Verdean,Secondary Education,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,No,No,No,No,0,12,12,6,6.08333333333335,1
20,0.6,2.02,Single,2nd phase,Tourism,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,No,No,No,0,12,0,0,0.0,1
20,1.4,1.74,Single,3rd phase,Management,Daytime,Secondary education,Cape Verdean,Higher education,Higher education,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,No,Yes,No,No,0,10,18,6,10.285714285714299,1
18,2.6,0.32,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Specialized course,Secondary Education,Unskilled Workers,Administrative staff,Female,Yes,No,Yes,No,Yes,No,0,14,14,12,13.05,0
24,1.4,3.51,Single,Over 23 years old,Veterinary Nursing,Daytime,Secondary education,Santomean,Secondary Education,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,12,16,2,6.875,1
20,0.3,-0.92,Single,2nd phase,Design and Multimedia,Daytime,Secondary education,Angolan,Secondary Education,Higher education,Administrative staff,Other,Female,Yes,No,Yes,No,No,No,0,12,13,12,11.73076923076923,0
21,-0.3,0.79,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,Yes,No,0,12,13,12,12.23076923076923,0
24,2.6,0.32,Single,Over 23 years old,Management,Daytime,Secondary education,Santomean,Some High School,Higher education,Administrative staff,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,10,10,0,0.0,1
21,0.5,1.79,Single,Change in institution/course,Other,Daytime,Secondary education,Other,Secondary Education,Secondary Education,Administrative staff,Armed Forces Professions,Female,No,No,Yes,No,No,No,0,12,0,0,0.0,1
18,3.7,-1.7,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,No,No,0,16,16,14,12.2428571428571,0
27,1.4,3.51,Single,Over 23 years old,Management,Evening,Higher education,Santomean,Specialized course,Secondary Education,Intermediate Level Technicians and Professions,Administrative staff,Female,Yes,No,Yes,No,No,No,0,10,0,0,0.0,1
18,-0.8,-3.12,Single,3rd phase,Nursing,Daytime,Secondary education,Cape Verdean,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,16,16,16,12.93375,0
35,-0.3,0.79,Single,Holders of other higher courses,Informatics Engineering,Daytime,Higher education,Italian,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Female,No,No,Yes,No,No,No,0,10,0,0,0.0,1
18,0.6,2.02,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,No,No,0,14,17,14,13.445378151260506,0
19,1.4,1.74,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,10,22,8,14.094696969696951,0
20,2.6,0.32,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Administrative staff,Other,Female,Yes,No,Yes,No,No,No,0,12,14,12,11.238095238095243,0
18,1.4,1.74,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,16,16,14,12.3242857142857,0
21,-0.3,0.79,Single,Specialized diploma,Social Service,Daytime,Specialized course,Romanian,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers",Armed Forces Professions,Female,No,No,Yes,Yes,No,No,5,12,13,12,11.923076923076932,0
18,0.3,-0.92,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,Yes,No,0,12,22,9,11.19642857142855,0
18,2.6,0.32,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Some High School,Unknown,Other,Other,Female,Yes,No,Yes,No,No,No,0,12,18,8,10.875,0
18,3.7,-1.7,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,16,16,14,12.9142857142857,0
18,0.3,-0.92,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher education,Basic education or less,Other,Administrative staff,Female,Yes,No,Yes,No,Yes,No,0,12,12,12,14.0,0
19,-0.3,0.79,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Specialized course,Secondary Education,Other,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,12,17,11,13.615126050420187,0
36,0.3,-0.92,Single,Over 23 years old,Tourism,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Higher education,Basic education or less,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Female,No,No,Yes,No,Yes,No,0,12,13,11,13.292307692307684,1
18,3.7,-1.7,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Secondary Education,"Skilled Workers in Industry, Construction, and Craftsmen",Administrative staff,Female,Yes,No,Yes,No,Yes,No,0,16,16,14,12.6428571428571,0
18,2.6,0.32,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,14,14,12,12.9166666666667,0
20,-0.3,0.79,Single,Change in institution/course,Equiniculture,Daytime,Secondary education,Brazilian,Secondary Education,Higher education,Unskilled Workers,Other,Female,Yes,No,Yes,No,Yes,No,0,12,16,12,15.74107142857145,0
26,0.3,-0.92,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,10,15,0,0.0,1
21,2.6,0.32,Single,Change in institution/course,Journalism and Communication,Daytime,Secondary education,Brazilian,Secondary Education,Secondary Education,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,No,No,0,12,15,12,11.847619047619041,0
19,0.5,1.79,Single,3rd phase,Management,Daytime,Secondary education,Cape Verdean,Specialized course,Higher education,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,Yes,No,0,10,12,10,11.6,0
24,-0.8,-3.12,Single,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Other,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,12,17,1,6.470588235294118,1
27,1.4,3.51,Single,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Secondary Education,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers",Administrative staff,Female,No,No,Yes,No,Yes,No,0,12,29,1,5.517241379310345,1
21,2.6,0.32,Single,2nd phase,Veterinary Nursing,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Other,Intermediate Level Technicians and Professions,Female,No,No,Yes,No,No,No,0,10,19,2,6.394736842105263,1
18,-0.8,-3.12,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,0,10,15,7,12.644444444444426,0
19,1.4,1.74,Married,1st phase,Other,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,No,Yes,Yes,No,Yes,No,0,12,12,12,13.91666666666665,0
18,-0.8,-3.12,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,12,22,6,11.988636363636363,1
19,0.6,2.02,Single,Change in institution/course,Nursing,Daytime,Secondary education,Other,Specialized course,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,15,18,12,13.021428571428551,0
19,0.3,-0.92,Single,3rd phase,Nursing,Daytime,Secondary education,Cape Verdean,Secondary Education,Basic education or less,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,Yes,No,0,15,17,13,14.361519607843153,0
